op,gpu,tpu
GeLU,0.0,0.0007052778964862227
exp,0.0,0.1600048691034317
sigmoid,0.0,0.1445537507534027
softmax,0.0,0.00025798703427426517
swish,0.0,0.09570849686861038
tanh,0.0,0.33949148654937744
