op,gpu,tpu
GeLU,0.0,2.805246595016797e-06
exp,0.0,0.0006267343997024
sigmoid,0.0,0.0005679514142684639
softmax,0.0,1.0113102462128154e-06
swish,0.0,0.00037657786742784083
tanh,0.0,0.0013310702051967382
